color;player name;platform;player id;car id;car name;game duration;score;goals;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken;result;source_file
orange;NelsonDiningHall;Epic;541d83807d6943f5bbbd094834525c4e;23;Octane;355;851;4;1;8;3;2;2;50.0;464;49.82;2596;2025;571;29;55;666;421;245;7;21;20.8;31.26;106;894;278;1565;499774;153.82;44.41;133.78;38.62;58.77;16.97;161.26;46.56;148.25;42.8;36.86;10.64;4.24;0.08;56;329.8;329.8;1157;1013;1469;244.54;70.6;101.82;29.4;202.39;58.43;143.97;41.57;152.62;44.06;97.78;28.23;95.97;27.71;0;3;winner;c15d48be-91c6-43b5-893f-1c55e57e187d-players.csv
blue;king_540we;PS4;king_540we;4284;Fennec;311;805;3;4;9;11;9;9;33.33;421;44.63;2084;1629;455;20;40;265;94;171;2;16;41.49;38.94;129;381;114;1583;414990;144.32;46.96;109.78;35.72;53.2;17.31;140.25;45.64;146.22;47.58;20.82;6.78;3.08;0.1;32;264.0;264.0;1841;1486;2016;210.01;68.34;97.29;31.66;209.35;68.13;97.95;31.87;152.92;49.76;98.92;32.19;55.46;18.05;1;1;loser;c1abdec7-7bab-4f61-853e-fe62f5885557-players.csv
orange;el gatito del mar;Steam;76561198307529168;4284;Fennec;311;1541;9;3;11;9;3;3;81.82;434;38.82;2315;1703;612;21;56;522;255;267;3;23;36.31;30.23;275;161;0;1585;415724;146.35;47.61;100.91;32.83;60.12;19.56;161.94;52.68;136.87;44.53;8.57;2.79;3.47;0.12;29;264.1;264.1;2065;1949;2167;266.69;86.77;40.68;13.23;190.79;62.07;116.58;37.93;139.61;45.42;103.2;33.57;64.57;21.01;1;1;winner;c1abdec7-7bab-4f61-853e-fe62f5885557-players.csv
blue;TTV-F4NXY_;PS4;TTV-F4NXY_;4284;Fennec;269;474;2;0;6;7;6;6;33.33;429;43.87;2042;1516;526;18;45;490;236;254;4;22;36.24;25.24;209;283;164;1602;376877;107.83;40.67;127.37;48.04;29.93;11.29;156.85;59.16;102.25;38.57;6.02;2.27;3.82;0.16;24;236.5;236.5;1963;1320;2569;177.49;66.94;87.64;33.06;135.91;51.26;129.21;48.74;94.51;35.65;84.23;31.77;86.38;32.58;0;1;loser;c2156ec9-1d3a-4541-82d9-78f8e5e51cac-players.csv
orange;CabbageConsumer1;Epic;58c8c7cd36cc46acaeb808550a820c70;23;Octane;269;1151;6;4;7;6;2;2;85.71;413;47.72;1570;1176;394;16;37;484;348;136;4;13;48.49;23.42;302;370;56;1542;367919;120.12;44.72;110.85;41.27;37.62;14.01;173.58;64.63;82.46;30.7;12.55;4.67;2.66;0.08;34;236.4;236.4;1827;1650;2003;215.79;80.34;52.79;19.66;174.1;64.82;94.49;35.18;138.0;51.38;70.71;26.33;59.87;22.29;1;0;winner;c2156ec9-1d3a-4541-82d9-78f8e5e51cac-players.csv
blue;monitorless to ssl;Steam;76561199030360856;4284;Fennec;485;1692;9;3;19;11;8;8;47.37;450;35.91;3319;2512;807;27;64;873;474;399;5;28;77.33;47.43;249;187;25;1513;631911;236.09;49.08;162.28;33.73;82.68;17.19;214.3;44.55;246.56;51.25;20.19;4.2;5.86;0.08;77;422.7;422.7;1642;1394;1932;381.76;79.36;99.29;20.64;269.35;55.99;211.7;44.01;193.12;40.15;159.19;33.09;128.74;26.76;0;0;winner;c2770d99-8a7c-4b14-ad96-64e7aae18382-players.csv
orange;PXRAN0IA;Epic;444f5f162b734876b256065c9415f063;4284;Fennec;485;1965;8;11;11;19;9;9;72.73;506;39.7;3917;3132;785;39;72;853;603;250;9;23;44.66;52.06;433;488;239;1528;639782;236.84;49.18;142.42;29.57;102.32;21.25;216.99;45.06;232.97;48.38;31.62;6.57;11.11;0.1;116;422.6;422.6;1516;1192;1787;369.82;76.79;111.75;23.21;341.34;70.88;140.24;29.12;248.32;51.56;142.88;29.67;90.38;18.77;0;0;loser;c2770d99-8a7c-4b14-ad96-64e7aae18382-players.csv
blue;A Z E R A_;Epic;11a94a02620a4fb68701cfab930676f9;4284;Fennec;400;1206;6;4;8;8;4;4;75.0;428;45.23;2531;1958;573;23;49;576;340;236;4;20;63.17;34.76;370;343;59;1472;511908;196.26;50.34;139.21;35.71;54.38;13.95;193.71;49.69;185.88;47.68;10.25;2.63;7.4;0.16;46;359.8;359.8;1606;1407;1773;281.94;72.32;107.91;27.68;253.62;65.06;136.22;34.94;186.31;47.79;127.44;32.69;76.09;19.52;0;2;winner;c2bde471-aedd-4fd9-8b08-eb3501651200-players.csv
orange;G-Fru;Steam;76561198029737320;23;Octane;400;801;4;0;8;8;6;6;50.0;439;47.79;2877;2225;652;29;59;616;390;226;5;21;41.85;47.81;368;650;109;1457;522371;207.66;51.96;150.92;37.76;41.05;10.27;230.23;57.61;156.08;39.06;13.31;3.33;7.82;0.12;65;359.7;359.7;1583;1373;1750;279.33;69.9;120.3;30.1;229.37;57.4;170.26;42.6;156.95;39.27;132.49;33.15;110.19;27.57;2;0;loser;c2bde471-aedd-4fd9-8b08-eb3501651200-players.csv
blue;MKblack_41;Epic;ff47681438de4c97bfd0c330abdf8e2e;4284;Fennec;331;952;4;2;9;4;1;1;44.44;471;44.09;2527;1874;653;23;56;881;546;335;6;28;46.96;39.89;247;93;53;1503;457545;156.81;47.82;114.12;34.8;56.97;17.37;160.57;48.97;157.02;47.89;10.3;3.14;6.22;0.09;70;308.9;308.9;1494;1179;1921;245.67;74.92;82.22;25.08;174.84;53.32;153.05;46.68;129.5;39.49;92.12;28.09;106.27;32.41;1;1;winner;c3010acf-d3c2-4dd6-9ec5-0f0c60b21dbe-players.csv
orange;shima_rin1003;PS4;shima_rin1003;4284;Fennec;331;694;1;5;4;9;4;4;25.0;424;47.33;2403;1790;613;22;52;563;363;200;5;17;56.06;24.02;207;340;67;1447;440144;164.04;50.04;129.26;39.43;34.51;10.53;149.42;45.58;165.79;50.58;12.6;3.84;4.33;0.12;36;309.0;309.0;1505;1032;1851;245.72;74.96;82.09;25.04;209.14;63.8;118.67;36.2;154.64;47.17;94.09;28.7;79.09;24.13;1;1;loser;c3010acf-d3c2-4dd6-9ec5-0f0c60b21dbe-players.csv
blue;SpyroThyKing;Steam;76561198027851902;3622;Artemis GXT;403;879;3;2;14;8;4;4;21.43;448;43.32;2946;2188;758;26;68;1153;814;339;10;30;41.73;53.34;330;369;137;1490;550207;186.96;46.72;166.56;41.62;46.67;11.66;227.13;56.76;163.65;40.89;9.4;2.35;8.54;0.2;43;370.9;370.9;1883;1432;2348;289.07;72.23;111.12;27.77;214.86;53.69;185.33;46.31;151.66;37.9;117.33;29.32;131.19;32.78;0;1;loser;c368f2b3-bd46-4a6e-9ee7-66cff8cdd6b3-players.csv
orange;Narth4031;XBox;e96db976fc010900;4284;Fennec;403;1268;4;7;8;14;3;3;50.0;338;43.15;2159;1595;564;19;51;393;206;187;3;19;48.75;48.14;337;262;109;1354;503355;230.98;57.27;139.05;34.47;33.32;8.26;230.76;57.21;167.97;41.64;4.62;1.15;4.48;0.14;32;371.0;371.0;1839;1527;2148;298.02;73.89;105.33;26.11;254.16;63.01;149.19;36.99;201.35;49.92;109.5;27.15;92.5;22.93;1;0;winner;c368f2b3-bd46-4a6e-9ee7-66cff8cdd6b3-players.csv
blue;noizy iwnl;Epic;0da2e05ea5b74fd392b317e75bddb83f;23;Octane;376;1290;4;7;7;12;3;3;57.14;423;43.64;2461;1867;594;22;51;278;100;178;1;15;32.6;72.49;448;343;3;1523;513373;179.32;48.91;128.97;35.17;58.38;15.92;192.27;52.44;156.42;42.66;17.98;4.9;3.82;0.14;27;346.6;346.6;1814;1330;2291;286.55;78.15;80.12;21.85;253.04;69.01;113.62;30.99;192.95;52.62;105.21;28.69;68.51;18.68;1;3;winner;c36eb27a-9ccb-47f0-8776-a7759f120074-players.csv
orange;MLN #FISHBOIIIIIIIII;Steam;76561198133772627;4770;Dominus;376;912;3;3;12;7;4;4;25.0;494;51.27;3134;2511;623;35;56;899;596;303;7;26;21.64;63.97;482;933;103;1577;538771;168.07;45.09;134.1;35.97;70.6;18.94;195.95;52.56;138.57;37.17;38.26;10.26;5.05;0.1;52;346.6;346.6;1592;1241;1963;287.53;77.13;85.24;22.87;204.09;54.75;168.68;45.25;136.61;36.65;140.44;37.68;95.71;25.68;3;1;loser;c36eb27a-9ccb-47f0-8776-a7759f120074-players.csv
blue;Sub'N;Steam;76561198040631598;403;Dominus;463;1658;9;3;15;11;8;8;60.0;427;42.02;3197;2450;747;33;64;1043;690;353;11;30;65.15;51.99;307;440;163;1569;612025;215.43;46.74;169.66;36.81;75.84;16.45;246.75;53.53;204.07;44.27;10.1;2.19;6.17;0.11;54;400.1;400.1;1959;1807;2089;376.98;81.79;83.94;18.21;252.7;54.82;208.23;45.18;172.51;37.43;160.58;34.84;127.84;27.74;1;0;winner;c46271f2-f6c8-4685-a9b5-e3e58f53221b-players.csv
orange;okkwurd;PS4;okkwurd;1932;Animus GP;463;1486;8;4;11;15;9;9;72.73;425;36.02;2709;1906;803;22;68;193;0;193;0;16;72.53;25.81;246;296;0;1565;595029;220.38;48.13;167.93;36.68;69.56;15.19;227.73;49.74;211.82;46.26;18.32;4.0;4.32;0.11;38;398.7;398.7;1747;1674;1834;327.32;71.49;130.55;28.51;339.85;74.22;118.02;25.78;258.56;56.47;134.28;29.33;65.03;14.2;0;1;loser;c46271f2-f6c8-4685-a9b5-e3e58f53221b-players.csv
blue;Pres;Steam;76561198992810933;4284;Fennec;392;1064;5;3;11;8;4;4;45.45;389;47.66;2745;2202;543;28;47;592;376;216;4;19;37.78;56.4;195;562;24;1459;515237;203.94;52.13;133.19;34.04;54.09;13.83;208.31;53.25;180.01;46.01;2.9;0.74;4.41;0.18;25;354.7;354.7;1790;1442;2131;293.08;74.91;98.14;25.09;212.64;54.35;178.58;45.65;153.69;39.28;123.41;31.54;114.12;29.17;3;0;winner;c5af4a7d-6836-4d73-9500-a74ddf89afe0-players.csv
orange;Ballistic o_O;Epic;78d5ce1517394c0b837b6467b64614b5;4284;Fennec;392;1012;4;5;8;11;5;5;50.0;388;52.32;2300;1621;679;23;62;485;266;219;5;20;28.05;35.41;260;353;54;1421;487755;203.57;53.3;135.64;35.52;42.7;11.18;213.45;55.89;158.09;41.39;10.37;2.72;6.88;0.1;69;354.9;354.9;1698;1599;1798;285.08;74.65;96.83;25.35;256.0;67.03;125.9;32.97;192.58;50.43;114.35;29.94;74.97;19.63;0;3;loser;c5af4a7d-6836-4d73-9500-a74ddf89afe0-players.csv
blue;Paksd1;Epic;c9ffc4a0a2dd45f499e11496015c356c;23;Octane;161;137;0;1;2;6;4;4;0.0;365;37.16;897;653;244;7;22;225;80;145;1;13;26.32;16.88;65;54;20;1456;207371;85.25;52.82;50.9;31.53;25.26;15.65;82.92;51.37;73.43;45.49;5.07;3.14;3.83;0.12;31;143.0;143.0;2067;1449;2379;116.26;72.03;45.15;27.97;98.68;61.14;62.73;38.86;75.87;47.0;55.71;34.51;29.84;18.49;0;0;loser;c6f5acbc-7083-4f50-9cd6-5773b6caa706-players.csv
orange;ItsWhiffle;Epic;385bb460046e4970a00112f975a5cb2b;23;Octane;161;697;4;2;6;2;0;0;66.67;396;38.74;976;685;291;9;25;206;114;92;2;8;8.27;10.41;57;218;85;1438;204317;92.02;57.02;50.07;31.03;19.29;11.95;99.48;61.65;61.89;38.35;0.0;0.0;1.67;0.08;22;143.0;143.0;1301;1117;1425;132.48;82.09;28.9;17.91;98.08;60.78;63.3;39.22;71.28;44.17;45.51;28.2;44.6;27.63;0;0;winner;c6f5acbc-7083-4f50-9cd6-5773b6caa706-players.csv
blue;Flowsen;Steam;76561197993140621;4284;Fennec;434;1514;7;6;11;12;6;6;63.64;409;45.71;2870;1974;896;29;79;733;362;371;6;32;62.61;40.61;399;701;191;1519;575867;215.57;49.83;139.35;32.21;77.71;17.96;235.57;54.45;182.57;42.2;14.49;3.35;3.87;0.08;48;382.2;382.2;1635;1352;1911;342.44;79.15;90.19;20.85;281.91;65.16;150.72;34.84;207.52;47.97;131.63;30.43;93.48;21.61;0;0;winner;c75bd786-c97b-4408-b5d7-b2d2bc206734-players.csv
orange;akrhk1-_-;PS4;akrhk1-_-;4284;Fennec;434;1220;6;3;12;11;7;7;50.0;442;43.54;3183;2581;602;30;54;575;374;201;5;17;69.98;49.39;534;434;125;1589;605298;198.34;45.7;154.7;35.65;80.92;18.65;201.29;46.38;206.13;47.5;26.55;6.12;7.11;0.11;65;382.2;382.2;1790;1292;2285;329.87;76.01;104.1;23.99;267.44;61.63;166.52;38.37;187.2;43.14;153.62;35.4;93.14;21.46;0;0;loser;c75bd786-c97b-4408-b5d7-b2d2bc206734-players.csv
blue;pg;Steam;76561198176515881;23;Octane;468;1697;9;4;16;11;8;8;56.25;469;38.35;3728;2874;854;31;77;715;439;276;5;24;62.02;25.01;244;112;51;1602;639446;204.65;43.88;181.49;38.91;80.25;17.21;243.28;52.16;198.71;42.61;24.4;5.23;13.26;0.12;109;401.0;401.0;1803;1537;2072;370.72;79.49;95.67;20.51;282.86;60.65;183.53;39.35;210.51;45.14;149.33;32.02;106.54;22.84;1;0;winner;c822ab41-5857-4129-84e5-9429a0a0a5ff-players.csv
orange;eamdolla;Epic;9c73fc5570ba44258dfa79e31a267b1e;1171;Masamune;468;1572;8;5;11;16;9;9;72.73;386;38.99;2876;2382;494;28;48;173;75;98;1;9;61.39;46.46;244;421;24;1513;597249;226.87;48.93;170.0;36.67;66.75;14.4;237.5;51.23;200.14;43.17;25.98;5.6;3.93;0.11;35;401.2;401.2;1683;1323;2065;347.65;74.99;115.96;25.01;326.68;70.46;136.93;29.54;230.51;49.72;149.55;32.26;83.55;18.02;0;1;loser;c822ab41-5857-4129-84e5-9429a0a0a5ff-players.csv
blue;Tonicized;Epic;a9e3b3a2fac04e56a71472ebeffa0772;4284;Fennec;403;1289;6;3;11;7;5;5;54.55;487;45.25;2986;2212;774;28;70;675;379;296;6;27;45.91;41.62;580;454;120;1457;525850;216.89;53.85;126.1;31.31;59.8;14.85;246.68;61.24;141.66;35.17;14.45;3.59;7.49;0.11;69;360.6;360.6;1463;1273;1668;313.96;77.95;88.83;22.05;245.59;60.97;157.2;39.03;165.42;41.07;148.39;36.84;88.98;22.09;1;0;winner;c8df7355-c4e0-4d0d-b3e0-a30add60ad13-players.csv
orange;Reckless;Steam;76561198799219839;23;Octane;403;1151;5;5;7;11;6;6;71.43;440;44.37;2864;2321;543;30;51;713;589;124;7;12;55.93;46.09;346;696;114;1582;564406;183.08;46.02;145.11;36.47;69.68;17.51;184.31;46.32;187.27;47.07;26.3;6.61;5.05;0.17;30;360.2;360.2;1596;1149;1964;302.22;75.96;95.65;24.04;256.77;64.53;141.11;35.47;183.99;46.24;129.44;32.53;84.44;21.22;0;1;loser;c8df7355-c4e0-4d0d-b3e0-a30add60ad13-players.csv
blue;I-am-moidy;Epic;1562b1b3755840f2acab2d7730333495;4284;Fennec;410;749;4;0;8;10;8;8;50.0;405;42.58;2468;1913;555;24;51;721;510;211;6;20;43.87;43.01;235;283;21;1455;528821;220.89;54.01;143.16;35.0;44.93;10.99;216.14;52.85;160.03;39.13;32.81;8.02;8.83;0.13;70;362.8;362.8;1479;1115;1911;286.36;70.02;122.62;29.98;235.3;57.53;173.67;42.47;168.68;41.24;140.43;34.34;99.87;24.42;0;0;loser;c930fc10-c841-4c1e-9f80-6f96b8cca505-players.csv
orange;Star0-lies;Epic;c627466d00934022b105aa0522d9dbbc;403;Dominus;410;1334;8;3;10;8;4;4;80.0;381;40.96;2363;1725;638;20;57;384;158;226;2;21;45.83;34.14;319;277;41;1538;555878;192.88;47.17;162.9;39.84;53.09;12.98;230.97;56.49;160.0;39.13;17.9;4.38;6.75;0.11;59;362.7;362.7;2056;1802;2243;326.44;79.84;82.43;20.16;269.47;65.91;139.4;34.09;201.68;49.32;125.77;30.76;81.43;19.92;0;0;winner;c930fc10-c841-4c1e-9f80-6f96b8cca505-players.csv
blue;.peemuee;Steam;76561198384602034;23;Octane;413;1428;7;3;10;8;4;4;70.0;461;46.11;3324;2758;566;36;50;1166;905;261;11;23;33.76;79.74;567;814;199;1483;545418;209.23;50.66;136.09;32.95;67.71;16.39;221.11;53.53;175.87;42.58;16.05;3.89;2.98;0.14;21;369.2;369.2;1566;1225;1874;322.29;78.03;90.74;21.97;227.96;55.19;185.07;44.81;155.49;37.65;131.03;31.72;126.51;30.63;2;0;winner;c988dea6-5fa9-4256-a03b-dcae755ecdfc-players.csv
orange;MKblack_41;Epic;ff47681438de4c97bfd0c330abdf8e2e;4284;Fennec;413;940;4;3;8;10;7;7;50.0;379;44.32;2557;1887;670;24;65;661;465;196;5;18;45.66;41.1;58;416;36;1431;517777;225.64;55.43;134.65;33.08;46.78;11.49;207.71;51.02;185.3;45.52;14.07;3.46;12.89;0.14;94;369.3;369.3;1706;1496;1879;292.18;71.77;114.9;28.23;273.02;67.07;134.05;32.93;203.8;50.07;128.51;31.57;74.76;18.37;0;2;loser;c988dea6-5fa9-4256-a03b-dcae755ecdfc-players.csv
blue;maladhh;Epic;e92fde13380b464dabfce75aeb8484a4;23;Octane;392;927;5;1;9;5;4;4;55.56;429;48.63;2626;2138;488;27;42;835;516;319;7;28;55.39;69.55;419;545;201;1380;481266;215.96;55.6;137.35;35.36;35.08;9.03;243.0;62.57;134.64;34.67;10.75;2.77;5.0;0.15;34;355.8;355.8;1564;1518;1701;308.86;79.52;79.54;20.48;197.48;50.85;190.91;49.15;125.57;32.33;138.23;35.59;124.59;32.08;1;1;winner;caa9161e-b72b-49f1-9be3-31ad28e20b6c-players.csv
orange;Gamah;Steam;76561198017784001;23;Octane;392;987;4;4;5;9;5;5;80.0;274;44.58;1745;1094;651;15;58;139;0;139;0;13;14.65;86.0;280;412;0;1303;454031;248.58;64.15;122.74;31.67;16.18;4.18;288.46;74.44;92.58;23.89;6.45;1.66;4.25;0.22;19;359.5;359.5;1952;1541;2089;276.78;71.43;110.71;28.57;287.01;74.07;100.49;25.93;222.18;57.34;113.96;29.41;51.36;13.25;1;1;loser;caa9161e-b72b-49f1-9be3-31ad28e20b6c-players.csv
blue;mrtn;Steam;76561199084382801;4284;Fennec;368;741;4;0;10;11;11;11;40.0;392;38.08;2647;2032;615;24;57;793;500;293;5;27;44.55;38.62;111;332;0;1562;479185;180.2;49.55;113.05;31.08;70.44;19.37;154.29;42.42;176.73;48.59;32.67;8.98;4.25;0.11;37;310.9;310.9;1736;1166;2229;259.47;71.34;104.22;28.66;224.68;61.78;139.01;38.22;157.83;43.4;110.66;30.43;95.2;26.18;0;1;loser;cb3920e4-df07-4af1-8de0-43f32b72615b-players.csv
orange;Mile.;Steam;76561198452541120;4284;Fennec;368;1932;11;6;11;10;4;4;100.0;412;44.73;2763;2244;519;28;45;178;41;137;1;12;51.25;54.36;247;574;65;1542;477614;184.59;50.35;113.42;30.94;68.62;18.72;182.51;49.78;168.8;46.04;15.32;4.18;4.65;0.04;109;311.1;311.1;2042;1989;2227;306.09;83.49;60.54;16.51;268.05;73.11;98.57;26.89;193.17;52.69;128.19;34.97;45.26;12.35;1;0;winner;cb3920e4-df07-4af1-8de0-43f32b72615b-players.csv
blue;f i t z y;Steam;76561199013899997;23;Octane;417;1365;6;4;12;12;9;9;50.0;395;40.81;2778;2168;610;25;52;261;116;145;2;12;80.38;50.9;327;341;83;1485;530651;212.23;51.31;143.79;34.77;57.58;13.92;215.2;52.03;190.98;46.17;7.43;1.8;7.7;0.17;44;358.2;358.2;1713;1286;2079;322.15;77.89;91.46;22.11;278.46;67.33;135.14;32.67;201.79;48.79;135.9;32.86;75.91;18.35;0;0;loser;ccad8697-7aa2-4cb4-9660-1489877b86aa-players.csv
orange;11ee;Steam;76561198364884658;4284;Fennec;417;1833;9;6;12;12;6;6;75.0;518;46.83;3310;2718;592;36;58;729;452;277;5;26;30.1;40.06;323;532;47;1616;580268;183.55;44.2;129.52;31.19;102.24;24.62;200.91;48.38;187.55;45.16;26.84;6.46;8.95;0.11;85;358.2;358.2;2104;1880;2436;333.44;80.29;81.87;19.71;251.12;60.47;164.18;39.53;189.72;45.68;124.06;29.87;101.52;24.44;0;0;winner;ccad8697-7aa2-4cb4-9660-1489877b86aa-players.csv
blue;o vertt;Epic;354403c7c8f848649d2097c000d8b0dc;23;Octane;388;1645;8;5;12;7;1;1;66.67;410;46.48;2386;1796;590;23;53;408;155;253;3;22;69.52;49.03;223;513;144;1526;532021;193.54;49.95;130.91;33.79;63.0;16.26;176.08;45.44;192.54;49.69;18.84;4.86;8.54;0.09;92;351.1;351.1;1509;1432;1627;319.36;82.42;68.1;17.58;240.43;62.05;147.02;37.95;177.73;45.87;115.75;29.87;93.98;24.26;1;0;winner;cd004af3-f01e-4ccb-af29-078d17d4c973-players.csv
orange;Amrit | 3';Steam;76561198288165616;4770;Dominus;388;638;1;3;7;12;8;8;14.29;429;45.35;2598;1953;645;26;59;553;343;210;5;19;24.02;40.8;225;378;70;1452;502934;196.74;51.21;143.68;37.4;43.74;11.39;214.02;55.71;153.24;39.89;16.92;4.4;5.12;0.14;37;351.1;351.1;1407;1004;1665;275.82;71.8;108.35;28.2;231.1;60.16;153.07;39.84;170.92;44.49;118.3;30.79;94.95;24.72;0;1;loser;cd004af3-f01e-4ccb-af29-078d17d4c973-players.csv
blue;Draxica;Epic;9c7df4bc481e4f62b8be7fdf5c200308;4770;Dominus;208;312;1;1;2;7;5;5;50.0;473;45.63;1514;1223;291;15;26;702;603;99;7;10;31.36;15.63;323;276;96;1506;262571;100.26;49.87;72.77;36.19;28.03;13.94;104.7;52.07;90.42;44.97;5.96;2.96;3.73;0.13;29;182.3;182.3;1591;1041;2056;138.79;69.03;62.28;30.97;136.85;68.06;64.22;31.94;109.22;54.32;48.93;24.33;42.92;21.35;1;2;loser;cdc6d2a2-606d-45b7-a616-2ce375ecfc6c-players.csv
orange;SC156;Epic;4e67f3631a834088a32924e3f82fc9ad;23;Octane;208;713;5;0;7;2;1;1;71.43;375;38.27;1088;736;352;9;32;437;294;143;3;12;17.2;22.83;157;163;5;1376;243910;117.08;57.4;69.48;34.07;17.4;8.53;122.42;60.02;76.29;37.4;5.26;2.58;2.7;0.09;30;182.2;182.2;1995;1965;2042;160.54;78.71;43.42;21.29;117.06;57.39;86.91;42.61;82.79;40.59;58.5;28.68;62.68;30.73;2;1;winner;cdc6d2a2-606d-45b7-a616-2ce375ecfc6c-players.csv
blue;Agro;Steam;76561198071207779;23;Octane;488;1475;8;2;18;11;7;7;44.44;423;44.85;3456;2595;861;32;67;888;570;318;7;22;43.68;50.22;309;520;137;1413;603374;280.09;57.56;142.48;29.28;64.06;13.16;272.33;55.96;195.54;40.18;18.75;3.85;8.11;0.08;97;425.8;425.8;1612;1368;1841;381.57;78.41;105.05;21.59;315.47;64.83;171.15;35.17;221.08;45.43;156.81;32.22;108.73;22.34;0;0;winner;ce6c64a2-0781-4274-a3c2-6ec920c50a15-players.csv
orange;gettingXcarried;Epic;0e1a041544914a648e59a17d8a8914f7;23;Octane;488;1860;7;10;11;18;8;8;63.64;381;46.45;3383;2704;679;32;59;574;388;186;4;16;57.02;59.34;213;508;16;1402;597533;274.53;56.43;164.72;33.86;47.24;9.71;256.15;52.65;218.31;44.87;12.03;2.47;7.95;0.12;67;425.8;425.8;1805;1390;2205;377.58;77.61;108.91;22.39;312.19;64.17;174.3;35.83;225.74;46.4;153.68;31.59;107.08;22.01;0;0;loser;ce6c64a2-0781-4274-a3c2-6ec920c50a15-players.csv
blue;vr8m;Steam;76561199062840258;23;Octane;343;583;1;2;3;5;2;2;33.33;298;59.54;1734;1368;366;19;32;803;643;160;11;14;25.57;69.6;0;480;403;1118;353391;248.5;72.35;83.13;24.2;11.82;3.44;153.15;44.59;152.49;44.4;37.8;11.01;11.01;0.17;65;332.9;332.9;1979;678;3586;272.76;79.42;70.68;20.58;199.94;58.22;143.51;41.78;170.49;49.64;57.42;16.72;115.53;33.64;0;0;loser;d04a04b2-0334-4c8c-9368-5532fc3a9220-players.csv
orange;Aiduhn7;Epic;4ee09f423e0146c1b7160cd3f527b24e;4284;Fennec;343;635;2;1;5;3;1;1;40.0;279;50.0;1474;1013;461;15;39;210;114;96;3;8;18.1;42.84;76;414;185;1220;364797;236.23;68.77;94.4;27.48;12.86;3.74;180.84;52.65;124.81;36.34;37.82;11.01;8.37;0.27;31;329.1;329.1;2024;690;3268;257.81;75.06;85.67;24.94;205.06;59.7;138.41;40.3;146.85;42.75;99.61;29.0;97.02;28.25;0;0;winner;d04a04b2-0334-4c8c-9368-5532fc3a9220-players.csv
blue;SC156;Epic;4e67f3631a834088a32924e3f82fc9ad;23;Octane;161;597;4;1;4;2;0;0;100.0;512;41.43;1167;850;317;11;29;282;175;107;2;10;13.4;20.96;175;255;24;1563;222081;78.77;48.96;56.97;35.41;25.15;15.63;89.56;55.67;68.63;42.66;2.7;1.68;2.9;0.1;30;142.4;142.4;1639;1709;1535;121.26;75.37;39.63;24.63;117.46;73.01;43.43;26.99;88.55;55.04;48.63;30.23;23.7;14.73;0;0;winner;d12c1620-3a1c-40bd-a930-64234d99d48c-players.csv
orange;jordanishimothy;Epic;4d618a1251f44a1bb9b7cb4263fa0600;23;Octane;161;102;0;0;2;4;4;4;0.0;460;36.77;1084;891;193;9;16;415;294;121;3;10;27.73;11.43;145;8;5;1570;223278;74.7;46.53;56.84;35.4;29.01;18.07;84.63;52.71;72.33;45.05;3.6;2.24;3.1;0.19;16;142.3;142.3;2368;1227;2962;111.39;69.38;49.16;30.62;82.73;51.53;77.82;48.47;53.36;33.24;54.7;34.07;52.49;32.69;0;0;loser;d12c1620-3a1c-40bd-a930-64234d99d48c-players.csv
blue;SC156;Epic;4e67f3631a834088a32924e3f82fc9ad;23;Octane;216;266;1;0;4;7;5;5;25.0;361;37.56;1013;735;278;8;24;324;255;69;3;6;36.03;18.3;96;22;0;1441;268374;114.47;54.63;72.19;34.45;22.87;10.91;108.22;51.65;86.44;41.25;14.88;7.1;3.3;0.11;30;199.0;199.0;2043;1695;2190;164.46;78.49;45.07;21.51;138.89;66.29;70.64;33.71;107.23;51.18;63.82;30.46;38.48;18.36;0;2;loser;d18fc177-b38b-443a-9ff6-1dc664c8bfb8-players.csv
orange;bari boxed u;XBox;8622938df1010900;4284;Fennec;216;1003;5;3;7;4;1;1;71.43;499;50.09;1580;1288;292;18;28;520;406;114;5;11;18.66;29.83;341;513;93;1507;291607;101.48;47.05;83.23;38.59;30.98;14.36;104.72;48.55;90.41;41.92;20.56;9.53;0.73;0.18;4;191.7;191.7;1372;1325;1360;170.98;79.27;44.72;20.73;128.59;59.62;87.1;40.38;87.78;40.7;68.64;31.82;59.27;27.48;2;0;winner;d18fc177-b38b-443a-9ff6-1dc664c8bfb8-players.csv
